sample_id,schedule,position,delay_ms,repetition,role,seed,ops_rtt_avg_ms,twin_rtt_avg_ms,rtt_residual_ms,ops_packet_loss_percent,twin_packet_loss_percent,ops_route_metric,twin_route_metric,ops_next_hop,twin_next_hop,route_match,operational_unsafe_latency,twin_predicted_safe_latency
randomized_seed303-pos-014-delay-35ms-rep-1,randomized_seed303,14,35.0,1,validation,303,76.736,0.15,76.586,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-015-delay-35ms-rep-2,randomized_seed303,15,35.0,2,validation,303,77.037,0.147,76.89,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-016-delay-1ms-rep-1,randomized_seed303,16,1.0,1,validation,303,5.94,0.155,5.785,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-017-delay-5ms-rep-3,randomized_seed303,17,5.0,3,validation,303,12.329,0.166,12.163,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-018-delay-20ms-rep-2,randomized_seed303,18,20.0,2,validation,303,45.955,0.147,45.808,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-019-delay-2ms-rep-1,randomized_seed303,19,2.0,1,validation,303,6.871,0.16,6.711,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-020-delay-35ms-rep-3,randomized_seed303,20,35.0,3,validation,303,75.242,0.12,75.122,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-021-delay-2ms-rep-2,randomized_seed303,21,2.0,2,validation,303,7.409,0.12,7.289,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-022-delay-15ms-rep-1,randomized_seed303,22,15.0,1,validation,303,35.542,0.121,35.421,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-023-delay-1ms-rep-2,randomized_seed303,23,1.0,2,validation,303,5.967,0.156,5.811,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-024-delay-15ms-rep-2,randomized_seed303,24,15.0,2,validation,303,33.996,0.161,33.835,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-025-delay-15ms-rep-3,randomized_seed303,25,15.0,3,validation,303,35.98,0.146,35.833999999999996,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-026-delay-30ms-rep-2,randomized_seed303,26,30.0,2,validation,303,65.492,0.122,65.37,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-027-delay-30ms-rep-3,randomized_seed303,27,30.0,3,validation,303,65.748,0.155,65.593,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-028-delay-25ms-rep-3,randomized_seed303,28,25.0,3,validation,303,56.965,0.139,56.826,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-029-delay-40ms-rep-3,randomized_seed303,29,40.0,3,validation,303,86.485,0.147,86.338,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
randomized_seed303-pos-030-delay-20ms-rep-3,randomized_seed303,30,20.0,3,validation,303,46.043,0.131,45.912,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-031-delay-1ms-rep-3,randomized_seed303,31,1.0,3,validation,303,6.051,0.171,5.88,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-032-delay-10ms-rep-3,randomized_seed303,32,10.0,3,validation,303,24.131,0.154,23.977,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
randomized_seed303-pos-033-delay-2ms-rep-3,randomized_seed303,33,2.0,3,validation,303,6.662,0.145,6.517,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-001-delay-0ms-rep-1,up_down,1,0.0,1,validation,,0.141,0.144,-0.0030000000000000027,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-002-delay-1ms-rep-1,up_down,2,1.0,1,validation,,5.941,0.134,5.8069999999999995,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-003-delay-2ms-rep-1,up_down,3,2.0,1,validation,,6.913,0.133,6.78,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-004-delay-5ms-rep-1,up_down,4,5.0,1,validation,,12.493,0.145,12.348,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-005-delay-10ms-rep-1,up_down,5,10.0,1,validation,,23.789,0.147,23.642000000000003,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-006-delay-15ms-rep-1,up_down,6,15.0,1,validation,,34.986,0.157,34.829,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-007-delay-20ms-rep-1,up_down,7,20.0,1,validation,,46.77,0.154,46.616,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-008-delay-25ms-rep-1,up_down,8,25.0,1,validation,,56.515,0.114,56.401,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-009-delay-30ms-rep-1,up_down,9,30.0,1,validation,,67.08,0.122,66.958,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-010-delay-35ms-rep-1,up_down,10,35.0,1,validation,,77.013,0.152,76.861,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-011-delay-40ms-rep-1,up_down,11,40.0,1,validation,,87.245,0.133,87.11200000000001,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-012-delay-35ms-rep-2,up_down,12,35.0,2,validation,,76.57,0.125,76.445,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-013-delay-30ms-rep-2,up_down,13,30.0,2,validation,,65.459,0.156,65.303,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-014-delay-25ms-rep-2,up_down,14,25.0,2,validation,,57.58,0.157,57.423,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-015-delay-20ms-rep-2,up_down,15,20.0,2,validation,,46.914,0.169,46.745000000000005,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-016-delay-15ms-rep-2,up_down,16,15.0,2,validation,,35.002,0.158,34.844,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-017-delay-10ms-rep-2,up_down,17,10.0,2,validation,,24.381,0.149,24.232,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-018-delay-5ms-rep-2,up_down,18,5.0,2,validation,,12.318,0.161,12.157,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-019-delay-2ms-rep-2,up_down,19,2.0,2,validation,,7.053,0.165,6.888,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-020-delay-1ms-rep-2,up_down,20,1.0,2,validation,,5.889,0.142,5.747,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-021-delay-0ms-rep-2,up_down,21,0.0,2,validation,,0.159,0.155,0.0040000000000000036,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-022-delay-0ms-rep-3,up_down,22,0.0,3,validation,,0.161,0.151,0.010000000000000009,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-023-delay-1ms-rep-3,up_down,23,1.0,3,validation,,6.026,0.152,5.874,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-024-delay-2ms-rep-3,up_down,24,2.0,3,validation,,6.65,0.149,6.501,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-025-delay-5ms-rep-3,up_down,25,5.0,3,validation,,12.508,0.105,12.402999999999999,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-026-delay-10ms-rep-3,up_down,26,10.0,3,validation,,23.487,0.144,23.343,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-027-delay-15ms-rep-3,up_down,27,15.0,3,validation,,35.07,0.144,34.926,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-028-delay-20ms-rep-3,up_down,28,20.0,3,validation,,46.028,0.161,45.867,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-029-delay-25ms-rep-3,up_down,29,25.0,3,validation,,55.469,0.156,55.313,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-030-delay-30ms-rep-3,up_down,30,30.0,3,validation,,65.991,0.152,65.839,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-031-delay-35ms-rep-3,up_down,31,35.0,3,validation,,76.108,0.145,75.96300000000001,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-032-delay-40ms-rep-2,up_down,32,40.0,2,validation,,86.538,0.161,86.377,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-033-delay-35ms-rep-4,up_down,33,35.0,4,validation,,76.828,0.147,76.681,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-034-delay-30ms-rep-4,up_down,34,30.0,4,validation,,67.431,0.135,67.29599999999999,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-035-delay-25ms-rep-4,up_down,35,25.0,4,validation,,57.488,0.168,57.32,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,True,True
up_down-pos-036-delay-20ms-rep-4,up_down,36,20.0,4,validation,,46.46,0.166,46.294000000000004,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-037-delay-15ms-rep-4,up_down,37,15.0,4,validation,,35.291,0.153,35.138,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-038-delay-10ms-rep-4,up_down,38,10.0,4,validation,,23.611,0.163,23.448,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-039-delay-5ms-rep-4,up_down,39,5.0,4,validation,,12.463,0.158,12.305,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-040-delay-2ms-rep-4,up_down,40,2.0,4,validation,,6.99,0.156,6.8340000000000005,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-041-delay-1ms-rep-4,up_down,41,1.0,4,validation,,5.693,0.128,5.5649999999999995,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
up_down-pos-042-delay-0ms-rep-4,up_down,42,0.0,4,validation,,0.156,0.156,0.0,0.0,0.0,15,15,192.168.2.2,192.168.2.2,True,False,True
